image_identifier,question,number_conditions_correct,number_unique_prediction_sets,original_only_correct,raw_crops_only_correct,rectified_crops_only_correct,original_raw_no_annotation_correct,original_rectified_no_annotation_correct,raw_crop_multiview_correct,full_multiview_correct
IMG_3336.JPG,Where is 5704?,7,1,True,True,True,True,True,True,True
IMG_3336.JPG,Where is 5705?,7,1,True,True,True,True,True,True,True
IMG_3336.JPG,Where is 5706?,7,1,True,True,True,True,True,True,True
IMG_3336.JPG,Where is 5708?,7,1,True,True,True,True,True,True,True
IMG_3336.JPG,Where is 5709?,7,1,True,True,True,True,True,True,True
IMG_3336.JPG,Where is 5710?,7,1,True,True,True,True,True,True,True
IMG_3336.JPG,Where is 5711?,7,1,True,True,True,True,True,True,True
IMG_3337.JPG,Where is 5702?,7,1,True,True,True,True,True,True,True
IMG_3337.JPG,Where is 5703?,7,1,True,True,True,True,True,True,True
IMG_3337.JPG,Where is 5704?,7,1,True,True,True,True,True,True,True
IMG_3337.JPG,Where is 5705?,7,1,True,True,True,True,True,True,True
IMG_3337.JPG,Where is 5706?,7,1,True,True,True,True,True,True,True
IMG_3337.JPG,Where is 5708?,7,1,True,True,True,True,True,True,True
IMG_3337.JPG,Where is 5709?,7,1,True,True,True,True,True,True,True
IMG_3337.JPG,Where is 5710?,7,1,True,True,True,True,True,True,True
IMG_3337.JPG,Where is 5711?,7,1,True,True,True,True,True,True,True
IMG_3338.JPG,Where is 5702?,7,1,True,True,True,True,True,True,True
IMG_3338.JPG,Where is 5703?,7,1,True,True,True,True,True,True,True
IMG_3338.JPG,Where is 5704?,7,1,True,True,True,True,True,True,True
IMG_3338.JPG,Where is 5705?,7,1,True,True,True,True,True,True,True
IMG_3338.JPG,Where is 5706?,7,1,True,True,True,True,True,True,True
IMG_3338.JPG,Where is 5708?,7,1,True,True,True,True,True,True,True
IMG_3338.JPG,Where is 5709?,7,1,True,True,True,True,True,True,True
IMG_3338.JPG,Where is 5710?,7,1,True,True,True,True,True,True,True
IMG_3338.JPG,Where is 5711?,7,1,True,True,True,True,True,True,True
IMG_3339.JPG,Where is 1201 - 1301?,7,1,True,True,True,True,True,True,True
IMG_3339.JPG,Where is 1201?,7,1,True,True,True,True,True,True,True
IMG_3339.JPG,Where is 1301?,7,1,True,True,True,True,True,True,True
IMG_3344.JPG,Where is 1201 - 1301?,7,1,True,True,True,True,True,True,True
IMG_3344.JPG,Where is 1201?,7,1,True,True,True,True,True,True,True
IMG_3344.JPG,Where is 1301?,7,1,True,True,True,True,True,True,True
IMG_3345.JPG,Where is 1201 - 1301?,7,1,True,True,True,True,True,True,True
IMG_3345.JPG,Where is 1201?,7,1,True,True,True,True,True,True,True
IMG_3345.JPG,Where is 1301?,7,1,True,True,True,True,True,True,True
IMG_3346.JPG,Where is 1107 - 1112?,7,1,True,True,True,True,True,True,True
IMG_3346.JPG,Where is 1107?,7,1,True,True,True,True,True,True,True
IMG_3346.JPG,Where is 1112?,7,1,True,True,True,True,True,True,True
IMG_3346.JPG,Where is 1201 - 1301?,7,1,True,True,True,True,True,True,True
IMG_3346.JPG,Where is 1201?,7,1,True,True,True,True,True,True,True
IMG_3346.JPG,Where is 1301?,7,1,True,True,True,True,True,True,True
IMG_3347.JPG,Where is 1107 - 1112?,7,1,True,True,True,True,True,True,True
IMG_3347.JPG,Where is 1107?,7,1,True,True,True,True,True,True,True
IMG_3347.JPG,Where is 1112?,7,1,True,True,True,True,True,True,True
IMG_3347.JPG,Where is 1201 - 1301?,6,2,False,True,True,True,True,True,True
IMG_3347.JPG,Where is 1201?,6,2,False,True,True,True,True,True,True
IMG_3347.JPG,Where is 1301?,6,2,False,True,True,True,True,True,True
IMG_3348.JPG,Where is 1107 - 1112?,7,1,True,True,True,True,True,True,True
IMG_3348.JPG,Where is 1107?,7,1,True,True,True,True,True,True,True
IMG_3348.JPG,Where is 1112?,7,1,True,True,True,True,True,True,True
IMG_3348.JPG,Where is 1201 - 1301?,7,1,True,True,True,True,True,True,True
IMG_3348.JPG,Where is 1201?,7,1,True,True,True,True,True,True,True
IMG_3348.JPG,Where is 1301?,7,1,True,True,True,True,True,True,True
IMG_3349.JPG,Where is 1107 - 1112?,7,1,True,True,True,True,True,True,True
IMG_3349.JPG,Where is 1107?,7,1,True,True,True,True,True,True,True
IMG_3349.JPG,Where is 1112?,7,1,True,True,True,True,True,True,True
IMG_3349.JPG,Where is 1201 - 1301?,4,2,False,True,False,False,True,True,True
IMG_3349.JPG,Where is 1201?,4,2,False,True,False,False,True,True,True
IMG_3349.JPG,Where is 1301?,4,2,False,True,False,False,True,True,True
IMG_3350.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3351.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3352.JPG,Where is SAGE?,7,1,True,True,True,True,True,True,True
IMG_3353.JPG,Where is SAGE?,7,1,True,True,True,True,True,True,True
IMG_3354.JPG,Where is CONFERENCE ROOM 2103?,7,1,True,True,True,True,True,True,True
IMG_3354.JPG,Where is Conference Room?,7,1,True,True,True,True,True,True,True
IMG_3354.JPG,Where is Room 2103?,7,1,True,True,True,True,True,True,True
IMG_3357.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3359.JPG,Where is Conference Room 2103?,7,1,True,True,True,True,True,True,True
IMG_3359.JPG,Where is Conference Room?,7,1,True,True,True,True,True,True,True
IMG_3360.JPG,Where is Exit?,5,2,True,False,False,True,True,True,True
IMG_3364.JPG,Where is CONFERENCE ROOM 2103?,7,1,True,True,True,True,True,True,True
IMG_3364.JPG,Where is CONFERENCE ROOM?,5,2,True,False,True,True,True,False,True
IMG_3365.JPG,Where is Men's Bathroom?,7,1,True,True,True,True,True,True,True
IMG_3365.JPG,Where is Women's Bathroom?,7,1,True,True,True,True,True,True,True
IMG_3366.JPG,Where is Bathroom?,7,1,True,True,True,True,True,True,True
IMG_3368.JPG,Where is Men's Bathroom?,7,1,True,True,True,True,True,True,True
IMG_3368.JPG,Where is Women's Bathroom?,7,1,True,True,True,True,True,True,True
IMG_3369.JPG,Where is Bathroom?,7,1,True,True,True,True,True,True,True
IMG_3370.JPG,Where is contracts and grants?,7,1,True,True,True,True,True,True,True
IMG_3372.JPG,Where is Men's Bathroom?,7,1,True,True,True,True,True,True,True
IMG_3372.JPG,Where is Women's Bathroom?,7,1,True,True,True,True,True,True,True
IMG_3373.JPG,Where is Bathroom?,7,1,True,True,True,True,True,True,True
IMG_3374.JPG,Where is exit?,7,1,True,True,True,True,True,True,True
IMG_3375.JPG,Where is contracts and grants?,7,1,True,True,True,True,True,True,True
IMG_3376.JPG,Where is EXIT?,7,1,True,True,True,True,True,True,True
IMG_3377.JPG,Where is ARTS?,7,1,True,True,True,True,True,True,True
IMG_3378.JPG,Where is EXIT?,7,1,True,True,True,True,True,True,True
IMG_3379.JPG,Where is CONTRACTS AND GRANTS?,6,2,True,False,True,True,True,True,True
IMG_3380.JPG,Where is ARTS?,7,1,True,True,True,True,True,True,True
IMG_3382.JPG,Where is ARTS?,5,2,True,False,False,True,True,True,True
IMG_3382.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3383.JPG,Where is ARTS?,7,1,True,True,True,True,True,True,True
IMG_3384.JPG,Where is G15?,7,1,True,True,True,True,True,True,True
IMG_3385.JPG,Where is ARTS?,7,1,True,True,True,True,True,True,True
IMG_3385.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3386.JPG,Where is 1st floor?,7,1,True,True,True,True,True,True,True
IMG_3386.JPG,Where is 2nd floor?,7,1,True,True,True,True,True,True,True
IMG_3386.JPG,Where is 3rd floor?,7,1,True,True,True,True,True,True,True
IMG_3386.JPG,Where is 4th floor?,7,1,True,True,True,True,True,True,True
IMG_3388.JPG,Where is ARTS?,7,1,True,True,True,True,True,True,True
IMG_3388.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3389.JPG,Where is G15?,7,1,True,True,True,True,True,True,True
IMG_3390.JPG,Where is ARTS?,5,2,True,False,False,True,True,True,True
IMG_3390.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3391.JPG,Where is 1st Floor?,7,1,True,True,True,True,True,True,True
IMG_3391.JPG,Where is 2nd Floor?,3,2,True,False,False,True,False,True,False
IMG_3391.JPG,Where is 3rd Floor?,3,2,True,False,False,True,False,True,False
IMG_3391.JPG,Where is 4th Floor?,7,2,True,True,True,True,True,True,True
IMG_3391.JPG,Where is Department of Mathematical Sciences Room 301?,7,1,True,True,True,True,True,True,True
IMG_3391.JPG,Where is Ladies' Restroom?,7,1,True,True,True,True,True,True,True
IMG_3391.JPG,Where is Mathematical Sciences Room 301?,7,1,True,True,True,True,True,True,True
IMG_3391.JPG,Where is Mathematical Sciences?,5,2,False,True,True,True,True,False,True
IMG_3391.JPG,Where is Men's Restroom?,7,1,True,True,True,True,True,True,True
IMG_3392.JPG,Where is Auditorium?,7,1,True,True,True,True,True,True,True
IMG_3393.JPG,Where is 1st floor?,7,1,True,True,True,True,True,True,True
IMG_3393.JPG,Where is 2nd floor?,7,1,True,True,True,True,True,True,True
IMG_3393.JPG,Where is 3rd floor?,7,1,True,True,True,True,True,True,True
IMG_3393.JPG,Where is 4th floor?,5,3,True,False,True,True,True,False,True
IMG_3393.JPG,Where is Department of Mathematical Sciences Room 301?,7,1,True,True,True,True,True,True,True
IMG_3393.JPG,Where is Ladies' Restroom?,5,2,True,False,False,True,True,True,True
IMG_3393.JPG,Where is Mathematical Sciences 4th Floor?,4,3,True,False,False,True,True,False,True
IMG_3393.JPG,Where is Men's Restroom?,5,2,True,False,False,True,True,True,True
IMG_3394.JPG,Where is Auditorium?,7,1,True,True,True,True,True,True,True
IMG_3395.JPG,Where is 4th Floor?,5,2,True,False,False,True,True,True,True
IMG_3395.JPG,Where is Mathematical Sciences 4th Floor?,5,2,True,False,False,True,True,True,True
IMG_3395.JPG,Where is Mathematical Sciences?,5,2,True,False,False,True,True,True,True
IMG_3396.JPG,Where is Auditorium?,7,1,True,True,True,True,True,True,True
IMG_3397.JPG,Where is 1st floor?,5,2,True,False,False,True,True,True,True
IMG_3397.JPG,Where is 2nd floor?,5,2,True,False,False,True,True,True,True
IMG_3397.JPG,Where is 3rd floor?,5,2,True,False,False,True,True,True,True
IMG_3397.JPG,Where is 4th floor?,5,3,True,False,False,True,True,True,True
IMG_3397.JPG,Where is Department of Mathematical Sciences Room 301?,5,3,False,True,True,True,True,True,False
IMG_3397.JPG,Where is Ladies' Restroom?,7,1,True,True,True,True,True,True,True
IMG_3397.JPG,Where is Mathematical Sciences 4th Floor?,3,3,True,False,False,True,True,False,False
IMG_3397.JPG,Where is Men's Restroom?,7,1,True,True,True,True,True,True,True
IMG_3398.JPG,Where is Amos Eaton?,7,1,True,True,True,True,True,True,True
IMG_3399.JPG,Where is Ladies' Restroom?,7,1,True,True,True,True,True,True,True
IMG_3399.JPG,Where is Men's Restroom?,7,1,True,True,True,True,True,True,True
IMG_3400.JPG,Where is Accessible Restroom?,7,1,True,True,True,True,True,True,True
IMG_3400.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3401.JPG,Where is Accessible Restroom?,7,1,True,True,True,True,True,True,True
IMG_3401.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3402.JPG,Where is 3rd Floor?,6,2,True,True,False,True,True,True,True
IMG_3402.JPG,Where is Mathematical Sciences Office?,6,2,True,True,False,True,True,True,True
IMG_3402.JPG,Where is Mathematical Sciences?,2,3,True,True,False,False,False,False,False
IMG_3402.JPG,Where is Room 301?,6,2,True,True,False,True,True,True,True
IMG_3404.JPG,Where is Accessible Restroom?,7,1,True,True,True,True,True,True,True
IMG_3404.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3405.JPG,Where is Accessible Restroom?,7,1,True,True,True,True,True,True,True
IMG_3405.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3406.JPG,Where is 3rd Floor?,6,2,True,True,True,True,True,False,True
IMG_3406.JPG,Where is Mathematical Sciences Office?,6,2,True,True,True,True,True,False,True
IMG_3406.JPG,Where is Mathematical Sciences?,0,2,False,False,False,False,False,False,False
IMG_3406.JPG,Where is Room 301?,6,2,True,True,True,True,True,False,True
IMG_3407.JPG,Where is MEN?,7,1,True,True,True,True,True,True,True
IMG_3407.JPG,Where is Men's Restroom?,7,1,True,True,True,True,True,True,True
IMG_3409.JPG,Where is ITWS Lab?,7,1,True,True,True,True,True,True,True
IMG_3409.JPG,Where is Information Tech. & Web Science?,7,1,True,True,True,True,True,True,True
IMG_3409.JPG,Where is Information Technology & Web Science?,7,1,True,True,True,True,True,True,True
IMG_3409.JPG,Where is Jeanne Luker?,7,1,True,True,True,True,True,True,True
IMG_3409.JPG,Where is Prof. Plotka?,7,1,True,True,True,True,True,True,True
IMG_3410.JPG,Where is ITWS Lab?,7,1,True,True,True,True,True,True,True
IMG_3410.JPG,Where is Information Tech. & Web Science?,7,1,True,True,True,True,True,True,True
IMG_3410.JPG,Where is Information Technology & Web Science?,7,1,True,True,True,True,True,True,True
IMG_3410.JPG,Where is Jeanne Luker?,7,1,True,True,True,True,True,True,True
IMG_3410.JPG,Where is Prof. Plotka?,7,1,True,True,True,True,True,True,True
IMG_3411.JPG,Where is 3rd Floor?,7,1,True,True,True,True,True,True,True
IMG_3411.JPG,Where is Mathematical Sciences Office?,7,1,True,True,True,True,True,True,True
IMG_3411.JPG,Where is Mathematical Sciences?,2,2,False,True,True,False,False,False,False
IMG_3411.JPG,Where is Room 301?,7,1,True,True,True,True,True,True,True
IMG_3412.JPG,Where is LALLY 02?,7,1,True,True,True,True,True,True,True
IMG_3412.JPG,Where is Men's Restroom?,7,1,True,True,True,True,True,True,True
IMG_3413.JPG,Where is LALLY?,7,1,True,True,True,True,True,True,True
IMG_3417.JPG,Where is Fire Escape?,7,1,True,True,True,True,True,True,True
IMG_3419.JPG,Where is Women's Restroom?,5,2,True,False,False,True,True,True,True
IMG_3421.JPG,Where is Fire Escape?,7,1,True,True,True,True,True,True,True
IMG_3423.JPG,Where is Men's Restroom?,6,2,True,False,True,True,True,True,True
IMG_3424.JPG,Where is GREENE?,7,1,True,True,True,True,True,True,True
IMG_3425.JPG,Where is Fire Department Connection?,7,1,True,True,True,True,True,True,True
IMG_3426.JPG,Where is Fire Department Connection?,7,1,True,True,True,True,True,True,True
IMG_3427.JPG,Where is Ladies Restroom?,7,1,True,True,True,True,True,True,True
IMG_3427.JPG,Where is Men's Restroom?,7,1,True,True,True,True,True,True,True
IMG_3428.JPG,Where is Ladies Restroom?,7,1,True,True,True,True,True,True,True
IMG_3428.JPG,Where is Men's Restroom?,7,1,True,True,True,True,True,True,True
IMG_3429.JPG,Where is Ladies Restroom?,7,1,True,True,True,True,True,True,True
IMG_3429.JPG,Where is Men's Restroom?,7,1,True,True,True,True,True,True,True
IMG_3430.JPG,Where is Ladies Restroom?,7,1,True,True,True,True,True,True,True
IMG_3430.JPG,Where is Men's Restroom?,7,1,True,True,True,True,True,True,True
IMG_3431.JPG,Where is Men's Restroom?,7,1,True,True,True,True,True,True,True
IMG_3432.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3432.JPG,Where is Room 202A?,4,2,False,False,True,False,True,True,True
IMG_3432.JPG,Where is Women's Restroom?,4,2,False,False,True,False,True,True,True
IMG_3433.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3433.JPG,Where is Room 202A?,1,2,False,False,True,False,False,False,False
IMG_3433.JPG,Where is Women's Restroom?,1,2,False,False,True,False,False,False,False
IMG_3434.JPG,Where is 005C?,7,1,True,True,True,True,True,True,True
IMG_3434.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3434.JPG,Where is Room 202A?,1,2,False,False,True,False,False,False,False
IMG_3434.JPG,Where is Women's Restroom?,1,2,False,False,True,False,False,False,False
IMG_3438.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3440.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3442.JPG,Where is 3039?,5,2,False,True,True,True,True,False,True
IMG_3442.JPG,Where is 3045?,5,2,False,True,True,True,True,False,True
IMG_3442.JPG,Where is 3051?,5,2,False,True,True,True,True,False,True
IMG_3442.JPG,Where is 3112?,7,1,True,True,True,True,True,True,True
IMG_3442.JPG,Where is 3116?,7,1,True,True,True,True,True,True,True
IMG_3442.JPG,Where is 3130?,7,1,True,True,True,True,True,True,True
IMG_3442.JPG,Where is 4034?,7,1,True,True,True,True,True,True,True
IMG_3442.JPG,Where is 4040?,7,1,True,True,True,True,True,True,True
IMG_3442.JPG,Where is 4050?,7,1,True,True,True,True,True,True,True
IMG_3443.JPG,Where is 3039?,3,2,False,True,False,False,True,False,True
IMG_3443.JPG,Where is 3045?,3,2,False,True,False,False,True,False,True
IMG_3443.JPG,Where is 3051?,3,2,False,True,False,False,True,False,True
IMG_3443.JPG,Where is 3112?,7,1,True,True,True,True,True,True,True
IMG_3443.JPG,Where is 3116?,7,1,True,True,True,True,True,True,True
IMG_3443.JPG,Where is 3130?,7,1,True,True,True,True,True,True,True
IMG_3443.JPG,Where is 4034?,6,2,True,True,False,True,True,True,True
IMG_3443.JPG,Where is 4040?,6,2,True,True,False,True,True,True,True
IMG_3443.JPG,Where is 4050?,6,2,True,True,False,True,True,True,True
IMG_3444.JPG,Where is 3039?,6,2,True,True,False,True,True,True,True
IMG_3444.JPG,Where is 3045?,6,2,True,True,False,True,True,True,True
IMG_3444.JPG,Where is 3051?,6,2,True,True,False,True,True,True,True
IMG_3444.JPG,Where is 3112?,7,1,True,True,True,True,True,True,True
IMG_3444.JPG,Where is 3116?,7,1,True,True,True,True,True,True,True
IMG_3444.JPG,Where is 3130?,7,1,True,True,True,True,True,True,True
IMG_3444.JPG,Where is 4034?,7,1,True,True,True,True,True,True,True
IMG_3444.JPG,Where is 4040?,7,1,True,True,True,True,True,True,True
IMG_3444.JPG,Where is 4050?,7,1,True,True,True,True,True,True,True
IMG_3445.JPG,Where is 3112?,7,1,True,True,True,True,True,True,True
IMG_3445.JPG,Where is 3116?,7,1,True,True,True,True,True,True,True
IMG_3445.JPG,Where is 3130?,7,1,True,True,True,True,True,True,True
IMG_3445.JPG,"Where is CII 3112, 3116 & 3130?",7,1,True,True,True,True,True,True,True
IMG_3445.JPG,Where is CII 3112?,7,1,True,True,True,True,True,True,True
IMG_3445.JPG,Where is CII 3116?,7,1,True,True,True,True,True,True,True
IMG_3446.JPG,Where is 3112?,7,1,True,True,True,True,True,True,True
IMG_3446.JPG,Where is 3116?,7,1,True,True,True,True,True,True,True
IMG_3446.JPG,Where is 3130?,7,1,True,True,True,True,True,True,True
IMG_3446.JPG,"Where is CII 3112, 3116 & 3130?",7,1,True,True,True,True,True,True,True
IMG_3446.JPG,Where is CII 3112?,7,1,True,True,True,True,True,True,True
IMG_3446.JPG,Where is CII 3116?,7,1,True,True,True,True,True,True,True
IMG_3446.JPG,Where is CII 3130?,7,1,True,True,True,True,True,True,True
IMG_3447.JPG,Where is 3112?,7,1,True,True,True,True,True,True,True
IMG_3447.JPG,Where is 3116?,7,1,True,True,True,True,True,True,True
IMG_3447.JPG,Where is 3130?,7,1,True,True,True,True,True,True,True
IMG_3447.JPG,"Where is CII 3112, 3116 & 3130?",7,1,True,True,True,True,True,True,True
IMG_3447.JPG,Where is CII 3112?,7,1,True,True,True,True,True,True,True
IMG_3447.JPG,Where is CII 3116?,7,1,True,True,True,True,True,True,True
IMG_3447.JPG,Where is CII 3130?,7,1,True,True,True,True,True,True,True
IMG_3449.JPG,Where is 3111-3125?,7,1,True,True,True,True,True,True,True
IMG_3449.JPG,Where is 3111?,7,1,True,True,True,True,True,True,True
IMG_3449.JPG,Where is 3125?,7,1,True,True,True,True,True,True,True
IMG_3450.JPG,Where is 3111-3125?,7,1,True,True,True,True,True,True,True
IMG_3450.JPG,Where is 3111?,7,1,True,True,True,True,True,True,True
IMG_3450.JPG,Where is 3125?,7,1,True,True,True,True,True,True,True
IMG_3451.JPG,Where is ADA?,7,1,True,True,True,True,True,True,True
IMG_3451.JPG,Where is DCC?,7,1,True,True,True,True,True,True,True
IMG_3451.JPG,Where is JEC?,7,1,True,True,True,True,True,True,True
IMG_3452.JPG,Where is 3039-3051?,7,1,True,True,True,True,True,True,True
IMG_3452.JPG,Where is 3039?,7,1,True,True,True,True,True,True,True
IMG_3452.JPG,Where is 3051?,7,1,True,True,True,True,True,True,True
IMG_3453.JPG,Where is 3112?,7,1,True,True,True,True,True,True,True
IMG_3453.JPG,Where is 3116?,7,1,True,True,True,True,True,True,True
IMG_3453.JPG,Where is 3130?,7,1,True,True,True,True,True,True,True
IMG_3454.JPG,Where is 3112?,7,1,True,True,True,True,True,True,True
IMG_3454.JPG,Where is 3116?,7,1,True,True,True,True,True,True,True
IMG_3454.JPG,Where is 3130?,7,1,True,True,True,True,True,True,True
IMG_3455.JPG,Where is 3213?,7,1,True,True,True,True,True,True,True
IMG_3456.JPG,Where is 3213?,7,1,True,True,True,True,True,True,True
IMG_3457.JPG,Where is 3039-3051?,6,2,False,True,True,True,True,True,True
IMG_3458.JPG,Where is STAIRS & ELEVATORS?,7,1,True,True,True,True,True,True,True
IMG_3459.JPG,Where is STAIRS & ELEVATORS?,7,1,True,True,True,True,True,True,True
IMG_3460.JPG,Where is STAIRS & ELEVATORS?,7,1,True,True,True,True,True,True,True
IMG_3461.JPG,Where is The Forge?,7,1,True,True,True,True,True,True,True
IMG_3462.JPG,Where is The Forge?,7,1,True,True,True,True,True,True,True
IMG_3463.JPG,Where is DCC / JEC Path of travel?,7,1,True,True,True,True,True,True,True
IMG_3463.JPG,Where is The Forge?,7,1,True,True,True,True,True,True,True
IMG_3464.JPG,Where is RPI's College Radio Station?,1,2,True,False,False,False,False,False,False
IMG_3464.JPG,Where is WRPI 91.5 FM?,1,2,True,False,False,False,False,False,False
IMG_3465.JPG,Where is RPI's College Radio Station?,2,2,False,False,True,False,False,False,True
IMG_3465.JPG,Where is WRPI 91.5 FM?,2,2,False,False,True,False,False,False,True
IMG_3469.JPG,Where is HASS Media Studio?,7,1,True,True,True,True,True,True,True
IMG_3469.JPG,Where is Media Studio?,7,1,True,True,True,True,True,True,True
IMG_3470.JPG,Where is HASS Media Studio?,7,1,True,True,True,True,True,True,True
IMG_3470.JPG,Where is Media Studio?,7,1,True,True,True,True,True,True,True
IMG_3471.JPG,Where is HASS Media Studio?,7,1,True,True,True,True,True,True,True
IMG_3471.JPG,Where is Media Studio?,7,1,True,True,True,True,True,True,True
IMG_3472.JPG,Where is Communications Center?,7,1,True,True,True,True,True,True,True
IMG_3472.JPG,Where is Tunnel to Communications Center?,7,1,True,True,True,True,True,True,True
IMG_3473.JPG,Where is Communications Center?,7,1,True,True,True,True,True,True,True
IMG_3473.JPG,Where is Tunnel to Communications Center?,7,1,True,True,True,True,True,True,True
IMG_3474.JPG,Where is Communications Center?,6,2,True,False,True,True,True,True,True
IMG_3474.JPG,Where is Tunnel to Communications Center?,6,2,True,False,True,True,True,True,True
IMG_3475.JPG,Where is Centrifuge Lab?,7,1,True,True,True,True,True,True,True
IMG_3475.JPG,Where is Civil & Environmental Centrifuge Lab?,7,1,True,True,True,True,True,True,True
IMG_3475.JPG,Where is Civil & Environmental Hydrology Lab?,7,1,True,True,True,True,True,True,True
IMG_3475.JPG,Where is Hydrology Lab?,7,1,True,True,True,True,True,True,True
IMG_3476.JPG,Where is Centrifuge Lab?,7,1,True,True,True,True,True,True,True
IMG_3476.JPG,Where is Civil & Environmental Centrifuge Lab?,7,1,True,True,True,True,True,True,True
IMG_3476.JPG,Where is Civil & Environmental Hydrology Lab?,7,1,True,True,True,True,True,True,True
IMG_3476.JPG,Where is Hydrology Lab?,7,1,True,True,True,True,True,True,True
IMG_3477.JPG,Where is Centrifuge Lab?,7,1,True,True,True,True,True,True,True
IMG_3477.JPG,Where is Civil & Environmental Centrifuge Lab?,7,1,True,True,True,True,True,True,True
IMG_3477.JPG,Where is Civil & Environmental Hydrology Lab?,7,1,True,True,True,True,True,True,True
IMG_3477.JPG,Where is Hydrology Lab?,7,1,True,True,True,True,True,True,True
IMG_3478.JPG,Where is CII/DCC/JEC?,7,1,True,True,True,True,True,True,True
IMG_3478.JPG,Where is DCC?,7,1,True,True,True,True,True,True,True
IMG_3478.JPG,Where is JEC?,7,1,True,True,True,True,True,True,True
IMG_3479.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3480.JPG,Where is 2100-2119?,7,1,True,True,True,True,True,True,True
IMG_3480.JPG,Where is Room 2100?,7,1,True,True,True,True,True,True,True
IMG_3480.JPG,Where is Room 2119?,7,1,True,True,True,True,True,True,True
IMG_3481.JPG,Where is 2100-2119?,5,3,True,False,False,True,True,True,True
IMG_3481.JPG,Where is Room 2100?,5,3,True,False,False,True,True,True,True
IMG_3481.JPG,Where is Room 2119?,5,3,True,False,False,True,True,True,True
IMG_3482.JPG,Where is 2100-2119?,7,1,True,True,True,True,True,True,True
IMG_3482.JPG,Where is Room 2100?,7,1,True,True,True,True,True,True,True
IMG_3482.JPG,Where is Room 2119?,7,1,True,True,True,True,True,True,True
IMG_3483.JPG,Where is Design Lab?,4,3,False,True,False,False,True,True,True
IMG_3483.JPG,Where is JEC 3232?,5,2,False,True,True,False,True,True,True
IMG_3483.JPG,Where is THE DESIGN LAB?,4,3,False,True,False,False,True,True,True
IMG_3484.JPG,Where is Design Lab?,6,2,True,True,True,True,True,False,True
IMG_3484.JPG,Where is JEC 3232?,6,2,True,True,True,True,True,False,True
IMG_3484.JPG,Where is THE DESIGN LAB?,6,2,True,True,True,True,True,False,True
IMG_3485.JPG,Where is Design Lab?,5,3,True,True,False,True,True,False,True
IMG_3485.JPG,Where is JEC 3232?,6,2,True,True,True,True,True,False,True
IMG_3485.JPG,Where is THE DESIGN LAB?,5,3,True,True,False,True,True,False,True
IMG_3486.JPG,Where is 3100-3118?,7,1,True,True,True,True,True,True,True
IMG_3486.JPG,Where is Room 3100?,7,1,True,True,True,True,True,True,True
IMG_3486.JPG,Where is Room 3118?,7,1,True,True,True,True,True,True,True
IMG_3487.JPG,Where is 3100-3118?,7,1,True,True,True,True,True,True,True
IMG_3487.JPG,Where is Room 3100?,7,1,True,True,True,True,True,True,True
IMG_3487.JPG,Where is Room 3118?,7,1,True,True,True,True,True,True,True
IMG_3488.JPG,Where is 3100-3118?,7,1,True,True,True,True,True,True,True
IMG_3488.JPG,Where is Room 3100?,7,1,True,True,True,True,True,True,True
IMG_3488.JPG,Where is Room 3118?,7,1,True,True,True,True,True,True,True
IMG_3489.JPG,Where is 3200-3232?,7,1,True,True,True,True,True,True,True
IMG_3489.JPG,Where is Room 3200?,7,1,True,True,True,True,True,True,True
IMG_3489.JPG,Where is Room 3232?,7,1,True,True,True,True,True,True,True
IMG_3490.JPG,Where is 3200-3232?,7,1,True,True,True,True,True,True,True
IMG_3490.JPG,Where is Room 3200?,7,1,True,True,True,True,True,True,True
IMG_3490.JPG,Where is Room 3232?,7,1,True,True,True,True,True,True,True
IMG_3491.JPG,Where is 3300-3321?,7,1,True,True,True,True,True,True,True
IMG_3491.JPG,Where is Room 3300?,7,1,True,True,True,True,True,True,True
IMG_3491.JPG,Where is Room 3321?,7,1,True,True,True,True,True,True,True
IMG_3492.JPG,Where is 3300-3321?,7,1,True,True,True,True,True,True,True
IMG_3492.JPG,Where is Room 3300?,7,1,True,True,True,True,True,True,True
IMG_3492.JPG,Where is Room 3321?,7,1,True,True,True,True,True,True,True
IMG_3493.JPG,Where is 1200-1219?,7,1,True,True,True,True,True,True,True
